Make,Model,Year,Price,BodyStyle,Trim,FuelType,CityMPG,HighwayMPG,Drivetrain,Transmission,Engine,Link
INFINITI,Q50,2018,45960,Sedan,3.0t LUXE,Gasoline,20,29,AWD,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,http://cars.com/vehicledetail/detail/737509621/overview/
INFINITI,Q50,2017,39607,Sedan,3.0t Sport,Gasoline,20,29,RWD,Automatic,300-hp 3.0-liter V6,http://cars.com/vehicledetail/detail/745541899/overview/
INFINITI,Q50,2017,37888,Sedan,3.0t Sport,Gasoline,20,29,RWD,7-Speed Automatic w/OD,Twin Turbo Premium Unleaded V-6 3.0 L/183,http://cars.com/vehicledetail/detail/707356861/overview/
INFINITI,Q50,2017,39142,Sedan,3.0t Sport,Gasoline,20,29,RWD,Automatic,V6,http://cars.com/vehicledetail/detail/745541901/overview/
INFINITI,Q50,2017,42888,Sedan,3.0t Sport,Gasoline,20,29,RWD,7-Speed Automatic w/OD,Twin Turbo Premium Unleaded V-6 3.0 L/183,http://cars.com/vehicledetail/detail/681877913/overview/
INFINITI,Q50,2017,42295,Sedan,3.0t Sport,Gasoline,20,29,RWD,Automatic,300-hp 3.0-liter V6,http://cars.com/vehicledetail/detail/745541886/overview/
INFINITI,Q50,2016,54405,Sedan,3.0T Red Sport 400,Gasoline,,,AWD,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,http://cars.com/vehicledetail/detail/704818956/overview/
INFINITI,Q70,2019,49306,Sedan,3.7X LUXE,Gasoline,18,24,AWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/736306946/overview/
INFINITI,Q70,2019,44145,Sedan,3.7X LUXE,Gasoline,18,24,AWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/766253556/overview/
INFINITI,Q70,2019,50731,Sedan,3.7X LUXE,Gasoline,18,24,AWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/736488520/overview/
INFINITI,Q70,2019,49506,Sedan,3.7X LUXE,Gasoline,18,24,AWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/761368046/overview/
INFINITI,Q70,2019,53745,Sedan,3.7X LUXE,Gasoline,18,24,AWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/767160097/overview/
INFINITI,Q70,2018,55900,Sedan,3.7 LUXE,Gasoline,18,25,RWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/717673858/overview/
INFINITI,Q70,2018,52685,Sedan,3.7 LUXE,Gasoline,18,25,AWD,7-Speed Automatic w/OD,Premium Unleaded V-6 3.7 L/226,http://cars.com/vehicledetail/detail/758223179/overview/
INFINITI,Q70,2018,54900,Sedan,3.7 LUXE,Gasoline,18,25,AWD,7-Speed Automatic w/OD,Premium Unleaded V-6 3.7 L/226,http://cars.com/vehicledetail/detail/730923368/overview/
INFINITI,Q70,2018,53885,Sedan,3.7 LUXE,Gasoline,18,25,AWD,7-Speed Automatic w/OD,Premium Unleaded V-6 3.7 L/226,http://cars.com/vehicledetail/detail/733387203/overview/
INFINITI,Q70,2018,51660,Sedan,3.7 LUXE,Gasoline,18,25,RWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/719478763/overview/
INFINITI,Q70,2017,62240,Sedan,3.7X,Gasoline,18,24,AWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/697307774/overview/
INFINITI,Q70,2017,42988,Sedan,3.7,Gasoline,18,25,RWD,7-Speed Automatic w/OD,Premium Unleaded V-6 3.7 L/226,http://cars.com/vehicledetail/detail/689715714/overview/
INFINITI,Q70L,2019,58685,Sedan,3.7X LUXE,Gasoline,18,24,AWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/766522797/overview/
INFINITI,Q70L,2019,50645,Sedan,3.7X LUXE,Gasoline,18,24,AWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/761367990/overview/
INFINITI,Q70L,2019,51653,Sedan,3.7X LUXE,Gasoline,18,24,AWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/764029601/overview/
INFINITI,Q70L,2019,44651,Sedan,3.7X LUXE,Gasoline,18,24,AWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/760559090/overview/
INFINITI,Q70L,2019,64230,Sedan,3.7X LUXE,Gasoline,18,24,AWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/740278206/overview/
INFINITI,Q70L,2018,56095,Sedan,3.7 LUXE,Gasoline,18,25,RWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/729779486/overview/
INFINITI,Q70L,2018,57601,Sedan,3.7 LUXE,Gasoline,18,25,RWD,7-Speed Automatic,3.7L V6,http://cars.com/vehicledetail/detail/725036144/overview/
INFINITI,Q70L,2018,51326,Sedan,3.7 LUXE,Gasoline,18,25,RWD,7-Speed Automatic,3.7L V6,http://cars.com/vehicledetail/detail/734375421/overview/
INFINITI,Q70L,2018,53480,Sedan,3.7 LUXE,Gasoline,18,25,AWD,7-Speed Automatic,3.7L V6,http://cars.com/vehicledetail/detail/763580333/overview/
INFINITI,Q70L,2018,50916,Sedan,3.7 LUXE,Gasoline,18,25,RWD,7-Speed Automatic,3.7L V6 DOHC 24V VVEL,http://cars.com/vehicledetail/detail/736516693/overview/
INFINITI,Q70L,2016,63630,Sedan,3.7X,Gasoline,18,24,AWD,7-Speed Automatic,3.7L V6 24V MPFI DOHC,http://cars.com/vehicledetail/detail/708412257/overview/
INFINITI,Q70L,2016,76510,Sedan,5.6X,Gasoline,16,23,AWD,7-Speed Automatic,5.6L V8 32V GDI DOHC,http://cars.com/vehicledetail/detail/704818472/overview/
Jaguar,Unknown,2019,91372,Sedan,XJ50 V6,Gasoline,,,AWD,8-Speed Automatic w/OD,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,http://cars.com/vehicledetail/detail/755993497/overview/
Jaguar,Unknown,2019,92228,Sedan,XJ50 V6,Gasoline,,,AWD,8-Speed Automatic w/OD,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,http://cars.com/vehicledetail/detail/751372432/overview/
Jaguar,Unknown,2019,92856,Sedan,XJ50 V6,Gasoline,,,AWD,8-Speed Automatic w/OD,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,http://cars.com/vehicledetail/detail/762552210/overview/
Jaguar,Unknown,2019,92826,Sedan,XJ50 V6,Gasoline,,,AWD,8-Speed Automatic w/OD,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,http://cars.com/vehicledetail/detail/759961539/overview/
Jaguar,Unknown,2019,92248,Sedan,XJ50 V6,Gasoline,,,AWD,8-Speed Automatic w/OD,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,http://cars.com/vehicledetail/detail/756986738/overview/
Jaguar,XE,2019,59161,Sedan,30t Sport,Gasoline,,,AWD,8-Speed Automatic w/OD,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,http://cars.com/vehicledetail/detail/756364398/overview/
Jaguar,XE,2019,55253,Sedan,25t R-Sport,Gasoline,24,34,AWD,Automatic,I4,http://cars.com/vehicledetail/detail/757776485/overview/
Jaguar,XE,2019,51105,Sedan,20d Premium,Diesel,32,42,AWD,Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,http://cars.com/vehicledetail/detail/757536794/overview/
Jaguar,XE,2019,45625,Sedan,25t Premium,Gasoline,24,34,AWD,Automatic,I4,http://cars.com/vehicledetail/detail/757649273/overview/
Jaguar,XE,2019,48006,Sedan,25t Premium,Gasoline,24,34,AWD,Automatic,I4,http://cars.com/vehicledetail/detail/758131167/overview/
Jaguar,XE,2018,38363,Sedan,25t Premium,Gasoline,24,34,AWD,8-Speed Automatic,2.0L I4 16V Turbocharged,http://cars.com/vehicledetail/detail/752247329/overview/
Jaguar,XE,2018,39995,Sedan,25t Premium,Gasoline,24,34,AWD,8-Speed Automatic,2.0L I4 16V Turbocharged,http://cars.com/vehicledetail/detail/765919494/overview/
Jaguar,XE,2018,39995,Sedan,25t Premium,Gasoline,24,34,AWD,8-Speed Automatic,2.0L I4 16V Turbocharged,http://cars.com/vehicledetail/detail/752247241/overview/
Jaguar,XE,2018,37995,Sedan,25t Premium,Gasoline,24,34,AWD,8-Speed Automatic,2.0L I4 16V Turbocharged,http://cars.com/vehicledetail/detail/752247125/overview/
Jaguar,XE,2018,39469,Sedan,20d Premium,Diesel,30,40,AWD,8-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,http://cars.com/vehicledetail/detail/759333058/overview/
Jaguar,XE,2017,31995,Sedan,20d Premium,Diesel,30,40,AWD,8-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,http://cars.com/vehicledetail/detail/691940419/overview/
Jaguar,XE,2017,30990,Sedan,20d Premium,Diesel,30,40,AWD,8-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,http://cars.com/vehicledetail/detail/691612299/overview/
Jaguar,XE,2017,60048,Sedan,20d R-Sport,Diesel,30,40,AWD,,2.0L 4 Cyl.,http://cars.com/vehicledetail/detail/715329281/overview/
Jaguar,XE,2017,32950,Sedan,20d Prestige,Diesel,30,40,RWD,8-SPEED A/T,4 Cylinder Engine 2.0L,http://cars.com/vehicledetail/detail/741029937/overview/
Jaguar,XE,2017,32950,Sedan,20d Prestige,Diesel,30,40,RWD,8-SPEED A/T,4 Cylinder Engine 2.0L,http://cars.com/vehicledetail/detail/735976743/overview/
Jaguar,XF,2019,55995,Sedan,25t Premium,Gasoline,25,34,AWD,8-Speed Automatic,2.0L Turbocharged,http://cars.com/vehicledetail/detail/761293073/overview/
Jaguar,XF,2019,58947,Sedan,30t Prestige,Gasoline,23,31,AWD,Automatic,I4,http://cars.com/vehicledetail/detail/757873591/overview/
Jaguar,XF,2019,57523,Sedan,25t Premium,Gasoline,25,34,AWD,Automatic,I4,http://cars.com/vehicledetail/detail/760214650/overview/
Jaguar,XF,2019,55595,Sedan,25t Premium,Gasoline,25,34,AWD,8-Speed Automatic,2.0L Turbocharged,http://cars.com/vehicledetail/detail/758079402/overview/
Jaguar,XF,2019,57685,Sedan,25t Premium,Gasoline,25,34,AWD,Automatic,I4,http://cars.com/vehicledetail/detail/757948292/overview/
Jaguar,XF,2018,51994,Sedan,35t Prestige,Gasoline,20,28,AWD,Automatic,V6,http://cars.com/vehicledetail/detail/763172083/overview/
Jaguar,XF,2018,51908,Sedan,25t Premium,Gasoline,23,33,AWD,8-Speed Automatic w/OD,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,http://cars.com/vehicledetail/detail/715557316/overview/
Jaguar,XF,2018,63545,Sedan,30t R-Sport,Gasoline,23,31,AWD,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,http://cars.com/vehicledetail/detail/725880358/overview/
Jaguar,XF,2018,37999,Sedan,20d Premium,Diesel,31,42,RWD,8-Speed Automatic w/OD,Intercooled Turbo Diesel I-4 2.0 L/122,http://cars.com/vehicledetail/detail/717497560/overview/
Jaguar,XF,2018,46999,Sedan,25t R-Sport,Gasoline,23,33,AWD,8-Speed Automatic w/OD,Intercooled Turbo Premium Unleaded I-4,http://cars.com/vehicledetail/detail/746788591/overview/
Jaguar,XF,2017,52826,Sedan,35t Prestige,Gasoline,20,29,AWD,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,http://cars.com/vehicledetail/detail/686924319/overview/
Jaguar,XF,2017,40948,Sedan,20d Prestige,Diesel,31,42,AWD,8-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,http://cars.com/vehicledetail/detail/687029953/overview/
Jaguar,XF,2017,43991,Sedan,20d Prestige,Diesel,31,42,RWD,8-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,http://cars.com/vehicledetail/detail/695837767/overview/
Jaguar,XF,2017,54991,Sedan,35t Prestige,Gasoline,20,29,AWD,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,http://cars.com/vehicledetail/detail/713478857/overview/
Jaguar,XF,2017,43991,Sedan,20d Prestige,Diesel,31,42,RWD,8-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,http://cars.com/vehicledetail/detail/739851449/overview/
Jaguar,XF,2016,63419,Sedan,35t R-Sport,Gasoline,20,30,RWD,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,http://cars.com/vehicledetail/detail/658907812/overview/
Jaguar,XF,2016,50895,Sedan,35t Prestige,Gasoline,20,30,AWD,8-Speed Shiftable Automatic,6 Cylinder,http://cars.com/vehicledetail/detail/736014419/overview/
Jaguar,XF,2016,56962,Sedan,35t Premium,Gasoline,20,28,RWD,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,http://cars.com/vehicledetail/detail/656093354/overview/
Jaguar,XF,2016,62916,Sedan,35t R-Sport,Gasoline,20,30,RWD,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,http://cars.com/vehicledetail/detail/674981806/overview/
Jaguar,XF,2016,56420,Sedan,35t Premium,Gasoline,20,28,RWD,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,http://cars.com/vehicledetail/detail/655581734/overview/
Jaguar,XJ,2019,75070,Sedan,XJ R-Sport,Gasoline,18,27,AWD,Automatic,V6,http://cars.com/vehicledetail/detail/756404421/overview/
Jaguar,XJ,2019,89999,Sedan,XJ Supercharged,Gasoline,15,23,AWD,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,http://cars.com/vehicledetail/detail/750674987/overview/
Jaguar,XJ,2019,93987,Sedan,XJL Portfolio,Gasoline,18,27,AWD,8-Speed Automatic w/OD,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,http://cars.com/vehicledetail/detail/750438520/overview/
Jaguar,XJ,2019,85402,Sedan,XJ R-Sport,Gasoline,18,27,AWD,8-Speed Automatic w/OD,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,http://cars.com/vehicledetail/detail/750557280/overview/
Jaguar,XJ,2019,84707,Sedan,XJL Portfolio,Gasoline,18,27,AWD,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,http://cars.com/vehicledetail/detail/763172046/overview/
Jaguar,XJ,2017,75900,Sedan,XJL Portfolio,Gasoline,18,27,AWD,8-Speed Automatic,3.0L V6 24V GDI DOHC SUPERCHARGED,http://cars.com/vehicledetail/detail/749543809/overview/
Jaguar,XJ,2017,66900,Sedan,XJ R-Sport,Gasoline,18,27,AWD,8-Speed Shiftable Automatic,6 Cylinder,http://cars.com/vehicledetail/detail/700697551/overview/
Jaguar,XJ,2017,75900,Sedan,XJL Portfolio,Gasoline,18,27,AWD,8-Speed Automatic,3.0L V6 24V GDI DOHC SUPERCHARGED,http://cars.com/vehicledetail/detail/749687113/overview/
Jaguar,XJ,2017,80069,Sedan,XJ R-Sport,Gasoline,18,27,RWD,8-Speed Automatic w/OD,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,http://cars.com/vehicledetail/detail/718034772/overview/
Jaguar,XJ,2017,74991,Sedan,XJ R-Sport,Gasoline,18,27,AWD,Automatic,V6,http://cars.com/vehicledetail/detail/698049962/overview/
Jaguar,XJ,2016,69991,Sedan,XJL Portfolio,Gasoline,17,25,RWD,8-Speed Automatic w/OD,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,http://cars.com/vehicledetail/detail/692991153/overview/
Karma,Revero,2018,134700,Sedan,Sedan,Hybrid,,,Rear Wheel Drive,Automatic,2.0L 4 CYLINDER,http://cars.com/vehicledetail/detail/758463109/overview/
Karma,Revero,2018,137500,Sedan,Sedan,Gasoline,,,RWD,A,EV,http://cars.com/vehicledetail/detail/753630400/overview/
Karma,Revero,2018,138000,Sedan,Sedan,Hybrid,,,Rear Wheel Drive,Automatic,2.0L 4 CYLINDER,http://cars.com/vehicledetail/detail/758463111/overview/
Karma,Revero,2018,136500,Sedan,Sedan,Gasoline,,,,Automatic,,http://cars.com/vehicledetail/detail/749729116/overview/
Karma,Revero,2018,137500,Sedan,Sedan,Gasoline,,,RWD,A,EV,http://cars.com/vehicledetail/detail/760555734/overview/
Kia,Cadenza,2019,34629,Sedan,Technology,Gasoline,20,27,FWD,8-Speed Automatic,3.3L V6 24V GDI DOHC,http://cars.com/vehicledetail/detail/758867597/overview/
Kia,Cadenza,2019,28192,Sedan,Premium,Gasoline,20,27,FWD,8-Speed Automatic w/OD,Regular Unleaded V-6 3.3 L/204,http://cars.com/vehicledetail/detail/759248082/overview/
Kia,Cadenza,2019,33990,Sedan,Technology,Gasoline,20,27,FWD,8-Speed Automatic w/OD,Regular Unleaded V-6 3.3 L/204,http://cars.com/vehicledetail/detail/761756574/overview/
Kia,Cadenza,2019,27555,Sedan,Premium,Gasoline,20,27,FWD,8-Speed Automatic,3.3L V6 24V GDI DOHC,http://cars.com/vehicledetail/detail/761805817/overview/
Kia,Cadenza,2019,30025,Sedan,Premium,Gasoline,20,27,FWD,8-Speed Automatic,3.3L V6 24V GDI DOHC,http://cars.com/vehicledetail/detail/760384654/overview/
Kia,Cadenza,2018,31243,Sedan,Premium,Gasoline,20,28,FWD,8-Speed Automatic,3.3L V6 24V GDI DOHC,http://cars.com/vehicledetail/detail/758573035/overview/
Kia,Cadenza,2018,30203,Sedan,Premium,Gasoline,20,28,FWD,8-Speed Automatic w/OD,Regular Unleaded V-6 3.3 L/204,http://cars.com/vehicledetail/detail/763895807/overview/
Kia,Cadenza,2018,33090,Sedan,Limited,Gasoline,20,28,FWD,8-Speed Automatic w/OD,Regular Unleaded V-6 3.3 L/204,http://cars.com/vehicledetail/detail/737741585/overview/
Kia,Cadenza,2018,30203,Sedan,Premium,Gasoline,20,28,FWD,8-Speed Automatic w/OD,Regular Unleaded V-6 3.3 L/204,http://cars.com/vehicledetail/detail/763895706/overview/
Kia,Cadenza,2018,27900,Sedan,Premium,Gasoline,20,28,FWD,8-Speed Automatic,3.3L V6,http://cars.com/vehicledetail/detail/759578906/overview/
Kia,Cadenza,2017,30988,Sedan,Premium,Gasoline,20,28,FWD,8-Speed A/T,V6 Cylinder Engine 3.3L,http://cars.com/vehicledetail/detail/688852779/overview/
Kia,Cadenza,2017,35097,Sedan,Premium,Gasoline,20,28,FWD,8-Speed Automatic w/OD,Regular Unleaded V-6 3.3 L/204,http://cars.com/vehicledetail/detail/757486812/overview/
Kia,Cadenza,2017,26500,Sedan,Premium,Gasoline,20,28,FWD,8-Speed Automatic,3.3L V6 24V GDI DOHC,http://cars.com/vehicledetail/detail/763055222/overview/
Kia,Cadenza,2017,32985,Sedan,Premium,Gasoline,20,28,FWD,Automatic 8-Speed,3.3L V6,http://cars.com/vehicledetail/detail/757116388/overview/
Kia,Cadenza,2017,31194,Sedan,Premium,Gasoline,20,28,FWD,Automatic,Regular Unleaded V-6 3.3 L/204,http://cars.com/vehicledetail/detail/722588809/overview/
Kia,Cadenza,2016,34494,Sedan,Limited,Gasoline,19,28,FWD,6-Speed Automatic with Sportmatic,3.3L V6,http://cars.com/vehicledetail/detail/724864290/overview/
Kia,Cadenza,2016,29699,Sedan,Premium,Gasoline,19,28,FWD,6-Speed Automatic with Sportmatic,3.3L V6,http://cars.com/vehicledetail/detail/724864348/overview/
Kia,Forte,2019,22550,Sedan,S,Gasoline,30,40,FWD,CVT,2.0L 4 cyl Fuel Injected,http://cars.com/vehicledetail/detail/758936366/overview/
Kia,Forte,2019,21402,Sedan,S,Gasoline,30,40,FWD,CVT w/OD,Regular Unleaded I-4 2.0 L/122,http://cars.com/vehicledetail/detail/757413667/overview/
Kia,Forte,2019,19723,Sedan,S,Gasoline,30,40,FWD,Automatic CVT,2.0L I4 16V MPFI DOHC,http://cars.com/vehicledetail/detail/748840348/overview/
Kia,Forte,2019,18532,Sedan,FE,Gasoline,27,37,FWD,,4 Cylinder Engine 2.0L,http://cars.com/vehicledetail/detail/749954987/overview/
Kia,Forte,2018,19075,Sedan,LX,Gasoline,25,34,FWD,6-Speed Automatic,2.0L I4 16V MPFI DOHC,http://cars.com/vehicledetail/detail/728498194/overview/
Kia,Forte,2018,18355,Sedan,LX,Gasoline,25,34,,Automatic,2.0L I4 DOHC D-CVVT MPI,http://cars.com/vehicledetail/detail/733415715/overview/
Kia,Forte,2018,15999,Sedan,LX,Gasoline,25,34,FWD,6-Speed Automatic,2.0L I4 16V MPFI DOHC,http://cars.com/vehicledetail/detail/738811957/overview/
Kia,Forte,2018,19695,Sedan,LX,Gasoline,25,34,FWD,6-Speed Automatic,2.0L I4 16V MPFI DOHC,http://cars.com/vehicledetail/detail/765815513/overview/
Kia,Forte,2017,19319,Sedan,EX,Gasoline,25,33,FWD,Automatic,2.0L l4,http://cars.com/vehicledetail/detail/715901095/overview/
Kia,Forte,2017,18670,Sedan,LX,Gasoline,25,34,FWD,6-Speed Automatic,2.0L I4 16V MPFI DOHC,http://cars.com/vehicledetail/detail/748861754/overview/
Kia,Forte,2017,22374,Sedan,EX,Gasoline,25,33,FWD,Automatic,2.0L l4,http://cars.com/vehicledetail/detail/739757416/overview/
Kia,Forte,2017,18275,Sedan,EX,Gasoline,25,33,FWD,Automatic,2.0L l4,http://cars.com/vehicledetail/detail/739757476/overview/
Kia,Forte,2016,18999,Sedan,EX,Gasoline,24,35,FWD,6-Speed Automatic,2.0L I4 16V GDI DOHC,http://cars.com/vehicledetail/detail/747990366/overview/
Kia,Forte,2016,13997,Sedan,LX,Gasoline,25,37,FWD,6-Speed Shiftable Automatic,4 Cylinder,http://cars.com/vehicledetail/detail/746801033/overview/
Kia,Forte,2016,18220,Sedan,LX,Gasoline,25,37,FWD,6-Speed Shiftable Automatic,4 Cylinder,http://cars.com/vehicledetail/detail/746800942/overview/
Kia,Forte,2016,15997,Sedan,LX,Gasoline,25,37,FWD,6-Speed Shiftable Automatic,4 Cylinder,http://cars.com/vehicledetail/detail/746800970/overview/
Kia,K900,2019,56882,Sedan,Luxury,Gasoline,18,25,,,,http://cars.com/vehicledetail/detail/757631929/overview/
Kia,K900,2019,59514,Sedan,Luxury,Gasoline,18,25,AWD,AUTOMATIC,V6 Cylinder Engine 3.3L,http://cars.com/vehicledetail/detail/757057257/overview/
Kia,K900,2019,53114,Sedan,Luxury,Gasoline,18,25,AWD,8-Speed Automatic,V6,http://cars.com/vehicledetail/detail/760676766/overview/
Kia,K900,2019,59514,Sedan,Luxury,Gasoline,18,25,AWD,AUTOMATIC,V6 Cylinder Engine 3.3L,http://cars.com/vehicledetail/detail/761929818/overview/
Kia,K900,2019,62450,Sedan,Luxury,Gasoline,18,25,AWD,8-Speed Automatic,3.3L V6 24V GDI DOHC Twin Turbo,http://cars.com/vehicledetail/detail/757817858/overview/
Kia,K900,2017,,Sedan,Luxury 3.8L,Gasoline,17,25,RWD,8-Speed Automatic,3.8L V6 24V GDI DOHC,http://cars.com/vehicledetail/detail/749037800/overview/
Kia,K900,2017,,Sedan,5.0L,Gasoline,15,23,RWD,8-Speed Automatic,5.0L V8 32V GDI DOHC,http://cars.com/vehicledetail/detail/763808860/overview/
Kia,K900,2016,44799,Sedan,Luxury,Gasoline,,,RWD,8-Speed Automatic w/OD,Premium Unleaded V-8 5.0 L/307,http://cars.com/vehicledetail/detail/757486782/overview/
Kia,Optima,2019,25503,Sedan,S,Gasoline,24,33,Front Wheel Drive,Automatic,2.4L l4 Engine,http://cars.com/vehicledetail/detail/753492114/overview/
Kia,Optima,2019,20963,Sedan,LX,Gasoline,24,33,FWD,6-Speed Automatic,2.4L I4 16V GDI DOHC,http://cars.com/vehicledetail/detail/755648829/overview/
Kia,Optima,2019,25061,Sedan,LX,Gasoline,24,33,Front Wheel Drive,Automatic,2.4L l4 Engine,http://cars.com/vehicledetail/detail/753492233/overview/
Kia,Optima,2019,18637,Sedan,LX,Gasoline,24,33,FWD,6-Speed Automatic,2.4L I4 16V GDI DOHC,http://cars.com/vehicledetail/detail/766469274/overview/
Kia,Optima,2019,20322,Sedan,LX,Gasoline,24,33,FWD,6-Speed Automatic,2.4L I4 16V GDI DOHC,http://cars.com/vehicledetail/detail/747621599/overview/
Kia,Optima,2018,26725,Sedan,EX,Gasoline,24,34,FWD,6-Speed Shiftable Automatic,2.4L 4 cyl Fuel Injected,http://cars.com/vehicledetail/detail/747958856/overview/
Kia,Optima,2018,21952,Sedan,LX,Gasoline,25,36,FWD,6-Speed Automatic,2.4L I4 16V GDI DOHC,http://cars.com/vehicledetail/detail/744800569/overview/
Kia,Optima,2018,26740,Sedan,EX,Gasoline,24,34,FWD,6-Speed Shiftable Automatic,2.4L 4 cyl Fuel Injected,http://cars.com/vehicledetail/detail/747958871/overview/
Kia,Optima,2018,22900,Sedan,EX,Gasoline,24,34,FWD,6-Speed Automatic,2.4L I4 16V GDI DOHC,http://cars.com/vehicledetail/detail/741376175/overview/
Kia,Optima,2018,18750,Sedan,LX,Gasoline,25,36,FWD,6-Speed Automatic,2.4L I4 16V GDI DOHC,http://cars.com/vehicledetail/detail/759779699/overview/
Kia,Optima,2017,17995,Sedan,LX,Gasoline,25,36,FWD,Automatic,2.4L 4 Cyl.,http://cars.com/vehicledetail/detail/709075903/overview/
Kia,Optima,2017,25634,Sedan,EX,Gasoline,24,34,FWD,Automatic,2.4L l4,http://cars.com/vehicledetail/detail/714289021/overview/
Kia,Optima,2017,25634,Sedan,EX,Gasoline,24,34,FWD,Automatic,2.4L l4,http://cars.com/vehicledetail/detail/714289016/overview/
Kia,Optima,2017,16995,Sedan,LX,Gasoline,25,36,FWD,6-Speed Automatic,2.4L I4 16V GDI DOHC,http://cars.com/vehicledetail/detail/763056065/overview/
Kia,Optima,2017,16995,Sedan,LX,Gasoline,25,36,FWD,6-Speed Automatic,2.4L I4 16V GDI DOHC,http://cars.com/vehicledetail/detail/763055932/overview/
Kia,Optima,2016,18999,Sedan,LX,Gasoline,24,35,FWD,6-Speed Automatic with Sportmatic,2.4L l4,http://cars.com/vehicledetail/detail/741845781/overview/
Kia,Optima,2016,16999,Sedan,LX,Gasoline,24,35,FWD,6-Speed Automatic,2.4L I4 16V GDI DOHC,http://cars.com/vehicledetail/detail/747990420/overview/
Kia,Optima,2016,19495,Sedan,LX Turbo,Gasoline,28,39,FWD,,1.6L 4 Cyl.,http://cars.com/vehicledetail/detail/664328864/overview/
Kia,Optima,2016,18000,Sedan,LX,Gasoline,24,35,FWD,Automatic,2.4L l4,http://cars.com/vehicledetail/detail/741845867/overview/
Kia,Optima,2016,23435,Sedan,LX,Gasoline,24,35,FWD,Automatic,2.4 L,http://cars.com/vehicledetail/detail/710521700/overview/
Kia,Optima Hybrid,2019,28041,Sedan,EX,Hybrid,39,45,FWD,6-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,http://cars.com/vehicledetail/detail/753796189/overview/
Kia,Optima Hybrid,2019,30655,Sedan,EX,Gasoline,39,45,FWD,Automatic,2.0L l4,http://cars.com/vehicledetail/detail/751702887/overview/
Kia,Optima Hybrid,2019,31570,Sedan,EX,Hybrid,39,45,FWD,6-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,http://cars.com/vehicledetail/detail/756685144/overview/
Kia,Optima Hybrid,2019,22485,Sedan,EX,Hybrid,39,45,FWD,6-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid,http://cars.com/vehicledetail/detail/759672077/overview/
